Sample_Name,Cancer_Type,cg14914908,cg06675190,cg27621340,cg16968596,cg20510724,cg03184141,cg18230771,cg21211413,cg03648457,cg27219955,cg17057098,cg26882224,cg04886934,cg07343187,cg07884251,cg09947810,cg12497142,cg08631783
TARGET-00-NAAENR-11A-01D,Normal,1.11819904361467,-4.96793108153505,-3.57264923928231,-3.00821076390088,-2.75506875664463,-3.25790481150153,-2.87112023052748,1.07567096878467,1.31969334695169,0.769178390549519,3.85184422072653,2.96859092285836,3.33901417672863,3.26357563877257,2.59621569617193,2.68608821826825,1.77541911329199,1.54315548713756
TARGET-00-NAAEPE-11A-01D,Normal,2.0006098666751,-3.63115761280507,-3.45223903650628,-2.60472080326942,-3.4276227048336,-2.82429717970756,-3.23902310423478,1.25401963481538,1.20376280573278,1.91712312654633,0.902126719851708,0.322177171809264,-0.0263527576606403,3.26082531821264,2.32238040647108,2.96757400348527,2.00780527226227,1.00092335299797
TARGET-30-PAIFXV-01A-01D,NBL,-0.435474081073835,-2.90552156724878,-2.91725375288799,-2.69708315623843,-2.62893183088676,-2.89546301350643,-3.3068364813046,-0.454950087589526,1.68183558302821,0.852976036886714,4.37000291809984,3.03709027135986,4.20903683813221,3.67628354900446,0.71823337104519,2.76649624512005,1.3481850029499,1.44315473379292
TARGET-30-PAIPGU-01A-01D,NBL,0.532980185983568,-1.89896625065057,-3.17905552392208,-1.37325106151211,-2.82732415339315,-1.45875952366786,-3.146034787571,-2.28764604974268,1.75689207308084,0.998608697479184,3.39050431887542,1.27985116303524,1.56501324605346,3.7373278503296,0.549064735493785,2.0344599803151,0.263068894745065,1.99648357438542
TARGET-30-PAISNS-01A-01D,NBL,0.749729461348528,-2.33867528592466,-2.95931087987867,-2.21366071258804,-2.79181808920802,-1.66830824709211,-3.09243569707036,-1.68816909065217,1.34663858440898,1.04739264368479,3.78366505639168,0.710795756812348,0.707862682685622,2.86586508435193,-1.2428070821996,1.51756017907498,0.311192343404583,1.79448563165107
TARGET-30-PAITCI-01A-01D,NBL,-0.715387816004301,-3.28973964007718,-3.13694485646465,-3.39255272387423,-2.65980524974085,-3.00429089562344,-3.28986081555945,-0.957279125015378,0.600294667113306,1.8393639404074,2.72569483437431,1.30954567481625,1.97810601132062,3.64440980559789,1.27436191500761,2.42673935992948,1.21947267426839,1.74951128092941
TARGET-30-PAIVHE-01A-01D,NBL,-0.208358639022203,-2.48204238720128,-2.93062295216511,-1.98946885701324,-2.65811979806277,-2.03518262084747,-2.73295417324557,-1.47228952962652,1.83275463531835,1.36707336728902,4.79380751765738,3.68928154567402,3.87232197426119,4.09364117718553,0.522059248950984,2.67601909185826,1.42379396840145,1.84036342759625
TARGET-30-PAIVMJ-01A-01D,NBL,0.541405633200581,-3.20909753732697,-2.91236372709554,-2.74856381342896,-2.78084006716915,-2.87821245589566,-3.18570337036766,0.268768893107325,0.427683117920204,-0.379706402268341,3.1125770092567,-0.292226160779634,0.315613627024457,1.6659254094853,-0.204705391151835,0.722415356726117,-0.280002492378674,0.739903787280459
TARGET-30-PAIVZR-01A-01D,NBL,0.214841551949514,-2.60380299879359,-3.24461320819854,-2.49124626272201,-2.88163156684385,-2.70222708430826,-3.2480653679734,-1.72916224986046,1.02865827273394,1.15549283639711,2.09654294870046,-0.32448192809593,-0.4081488124453,2.72396127505081,-0.832874634142979,1.10733123757509,-0.320090365824805,-0.0307339414531416
TARGET-30-PAIXFZ-01A-01D,NBL,1.0799151663048,-3.24915725704602,-3.33790713570192,-2.69978477881442,-2.83398345524272,-2.26964825243266,-3.09037116896238,0.00844479657042108,0.378750749072827,0.925121837042563,3.21396371845642,-0.00403546015671545,0.105731733344024,0.876765727516286,0.463493846403532,0.944559891402005,-0.217505702559037,1.18788879836085
TARGET-30-PAKGCI-01A-01D,NBL,0.428725588311726,-3.59880830379888,-2.96202947438521,-2.78631127092661,-2.39745539056708,-2.72611144164387,-2.97558672690215,-0.109219672651079,0.953155959164015,-0.348436779996269,2.57444002820562,-0.152970585261777,-0.0404881008415258,1.56769281466285,-0.173723855766891,-0.887176296252866,-1.09049895071855,-0.499074808337964
TARGET-30-PAKHAV-01A-01D,NBL,0.236996890199654,-2.75688615629658,-2.97568581948478,-2.67897957736494,-2.70353605555146,-2.28521561901209,-3.43296803872588,-0.434447385929474,1.63919174197345,1.50917922360426,4.15621635581526,0.48555804346489,1.23023859357848,2.9567613098024,0.292077408275964,0.793786791358351,-0.506540598794438,1.11582195278282
TARGET-30-PAKINP-01A-01D,NBL,-1.70063982857463,-3.08890303628568,-3.18231203920341,-4.76313426863437,-2.88792247096145,-3.17754884202729,-2.79566298412999,-0.62218067299216,2.1346860609366,1.97943537561461,2.9445260908617,1.65351020040357,2.43839256610878,3.65011709983983,0.352068644991627,1.48625648906153,-0.323836978140847,0.142411709801919
TARGET-30-PAKYZS-01A-01D,NBL,-0.0088126973591426,-2.88511628219379,-3.15623003716338,-2.68631341525244,-3.00496985032226,-2.21122358179713,-3.25498062887596,-0.627369447699105,0.935421310570596,0.743349831492884,4.48240381963186,2.36048202110126,2.79862817955828,3.86476767358726,0.829154487742265,2.05281883334442,0.702410857609811,1.22852671395736
TARGET-30-PAKZRH-01A-01D,NBL,-0.391094565243521,-2.65427349287466,-2.9349479135388,-2.76955393173648,-3.52563179077785,-2.27720253299479,-3.2889862787954,-0.572546789455417,0.34522399790131,1.11718840580764,3.28647675505705,0.302597669293588,0.586790566237066,0.373409455743706,-0.990365466059501,0.436261943590993,-0.588862989758262,0.619414405181539
TARGET-30-PALBFW-01A-01D,NBL,0.808679832648369,-2.96500072139169,-2.46820059289382,-2.30895253571615,-2.50997823539039,-2.9288576995096,-3.26014606691788,-0.0933989517315843,1.83054235547138,1.34143223301011,4.12157116675765,2.21906184164105,3.3129741558741,3.77243486149199,0.932893710577275,2.54730727595755,0.360939708944316,1.29692365074057
TARGET-30-PALCBW-01A-01D,NBL,0.818626414166334,-2.58921877948001,-2.4524646396428,-3.26097828786225,-2.51299576582897,-2.66201568543075,-2.90883930749783,-0.208022324133482,0.675837014246199,-0.45566299093159,4.30652336434924,1.3729139856641,2.54723722440075,2.39472439293667,2.08036432690199,1.92782822379089,1.26206694075413,0.876662694941971
TARGET-30-PALEAC-01A-01D,NBL,-0.0345183384074618,-4.14723586010642,-2.76660721205133,-3.19523790136753,-2.73204537616536,-3.00014502497691,-2.8789173374786,-1.62010505807568,0.35927906135888,0.270714925161057,3.22002744089587,-0.862581564257116,-0.436780440384764,3.11827865100273,-0.148532434099691,-0.329141731586235,-0.619753838386402,0.0772469213845219
TARGET-30-PALETP-01A-01D,NBL,0.853750488165314,-2.2892355068918,-2.92705177823883,-2.69515333445199,-2.77023620379248,-2.54495518133063,-3.00288272795027,-0.164923579727702,1.78381900867379,1.17448968905342,4.40435640165073,3.10260968961527,3.6759553465479,4.05701208054943,-0.3455370086392,2.3083188159068,1.09313636074916,1.81250308428702
TARGET-30-PALEVG-01A-01D,NBL,-0.584615984617163,-3.46241689145025,-3.60910496034487,-2.13009320045916,-2.76538536416682,-2.66555418487711,-3.23658752987383,-1.25770567026784,1.12101650522289,2.12555413817495,3.22126281389202,0.516908042903062,0.953072388077325,2.99100506702653,-0.560396363475119,1.04048558768522,0.18960548907209,1.77825323826063
TARGET-30-PALFSE-01A-01D,NBL,0.285836828279399,-2.66213040570642,-3.21833029275155,-2.91857988202573,-2.89635165713193,-2.52490466091641,-2.84731976888334,-0.686559525446137,0.841390586342003,0.503741814496325,3.5207902042936,0.850231371702743,1.5251299456225,3.3726138521768,1.09776366143317,0.185114841561413,0.202807162711399,-0.206004220542181
TARGET-30-PALHVD-01A-01D,NBL,1.08604645265172,-3.40606667932893,-2.9110788425191,-3.38909846677533,-2.52456210147369,-2.94003732385563,-3.06183213216798,0.69654985660783,2.53812980652364,1.49266451572598,3.96503474938662,2.89489449873604,3.64696823434004,3.8481289176384,1.88545594889925,2.51384130990552,0.97272585522738,2.15105613760418
TARGET-30-PALIIN-01A-01D,NBL,-0.663508639714862,-2.65662519396938,-2.98022901315128,-1.78486563389011,-2.74423645484298,-1.99386581207576,-3.00263265133931,-1.10323887707987,-0.355724409826584,-1.28588135423049,2.98069731452424,-0.466463774928475,-0.614771621453053,1.83972776435091,-0.717959526946271,0.24992982414283,-1.00413997776468,0.0896600756703834
TARGET-30-PALKKV-01A-01D,NBL,-0.666382402357617,-2.73360953769365,-3.25263746437901,-2.06709235694031,-2.86683212130928,-2.16783323585309,-2.96013045858469,0.194634096907582,0.519397308094121,-0.787157727381478,3.35630001213264,-0.326877296371175,0.163339240476661,1.45543127429508,-0.00231319871473899,-0.509560517299498,-0.71325947183137,0.235124820081792
TARGET-30-PALKXJ-01A-01D,NBL,0.85130938703912,-2.19101680922668,-2.5512769505727,-2.18923324302213,-2.76034434348703,-1.8637714279154,-2.94888509512155,-0.505561544190659,-0.631540071804292,-0.019165684131404,4.32697136461587,0.906081121110088,1.47563003427733,2.73405526991359,0.450646745540589,1.25798965857701,-0.073121509576504,1.73338058765899
TARGET-30-PALLJJ-01A-01D,NBL,-0.61471603961405,-3.54187866354716,-2.79912180551568,-2.20206911239555,-2.47517067984301,-3.02196032718556,-3.08940299005755,-0.37988459402941,0.0946078915347716,-0.663835933166448,2.27514124161353,-0.233077820154801,0.419909459660327,1.02239429289984,0.200738541693711,0.0164151365227253,-0.589427042892055,-0.217305765775394
TARGET-30-PALNVP-01A-01D,NBL,-1.71028956422176,-2.55550595866301,-2.89765186024088,-2.16917880355237,-2.91868918314651,-2.34361060766891,-3.25331356570644,-2.22579092293308,-0.331337237909766,0.117548972343947,1.01124185207451,-0.357724919032312,-0.527077148638775,0.320831864629931,-0.567019393996332,-0.478400298008843,-1.37774443629553,-1.31404856839678
TARGET-30-PALRIA-01A-01D,NBL,-1.73280491364703,-2.70835369705774,-3.6078109937099,-2.23557632001867,-2.92770629610581,-1.85390612840817,-3.10361966964569,-1.43706741578062,0.221574188595329,-0.702146149676896,1.59687882179609,-0.691740836436306,-0.839710615252284,-0.408533718565445,-1.36809052580206,-1.38113894314878,-1.42449880517127,-0.862283476763825
TARGET-30-PALSAE-01A-01D,NBL,0.306273826206909,-2.87160646876181,-2.90508347422538,-2.50658509588047,-2.98185493860423,-1.87059483793341,-3.21693026200757,-2.75661348401352,0.0648601878194832,1.74024505984544,-0.707432287239167,-0.976090811609723,-1.16394797710881,0.259988700150363,0.173125848857304,-0.980759321969678,-1.47177361835563,-1.32298452540537
TARGET-30-PALUDH-01A-01D,NBL,0.355199685290494,-2.74831516423085,-3.27683479350862,-1.817058706221,-3.07016712525709,-1.58380675293803,-2.95637582854816,-2.15715712443508,2.17617907745197,2.25591905910485,3.24193739098312,1.82025548228043,2.15245875873925,3.94311913847123,-1.03301399378407,1.36566432382329,-0.554712160339451,0.408339794600515
TARGET-30-PALVUC-01A-01D,NBL,-1.22341726682492,-2.35106557184471,-3.03832051258195,-1.73836705745521,-3.20863878744305,-1.87865603981775,-3.02568350929958,-1.04478765753031,-0.492550353869034,-0.475545115633331,2.59121481462085,-0.304849891562185,-0.579295668870857,-0.539681408538508,-0.51023456401041,-0.348065820665225,-0.824646776000207,-0.0061617917250632
TARGET-30-PALVVH-01A-01D,NBL,-0.917212709607161,-3.25948140831378,-3.15095885965461,-2.61654659904615,-3.138308296242,-1.45963891090367,-2.92220443897786,-0.0406169984793794,0.330281622644208,-0.698881559633959,2.41938347532225,-0.784550432863613,-0.253385105690402,0.141905082048651,0.0899483244168444,0.000953851587040998,-0.796915068316227,-0.822454675061589
TARGET-30-PALXTB-01A-01D,NBL,0.0640219262387689,-2.57724827156516,-3.30081124519485,-2.45468324114643,-2.84858347353324,-2.27007402335091,-2.79884917083945,-0.329436975088788,2.32706747679489,1.53436408726519,4.76924264013289,3.02888292542764,3.49474064991591,4.33962304576203,1.51371127947798,2.42487497389277,0.807970217574765,0.750180552930613
TARGET-30-PALZRG-01A-01D,NBL,-1.66221094282779,-2.71918563917795,-2.94158974718441,-3.02943921977993,-2.66526094926946,-2.21525866908437,-3.46486594392219,-1.24503685487366,0.9683958690578,1.28935176704149,3.68726259302469,0.311959547665337,0.776632072547495,2.04039428753691,-0.0940952400105753,1.18104485293353,-1.31843097595151,0.626306441255366
TARGET-30-PALZZV-01A-01D,NBL,0.182152145567329,-2.96836323886744,-3.66210755887944,-2.21147858265283,-2.89221911719878,-2.37368399457924,-2.93748108540759,-1.4886971881802,0.919719628567273,1.27810696088082,1.70938077670956,-0.625966630782726,-1.31722457097736,2.50390174146191,-0.0650317860245255,1.34698712368548,-0.370846033591166,0.0844191720698992
TARGET-30-PAMAFV-01A-01D,NBL,-1.54293729385479,-2.14627831633228,-3.29221790732837,-1.87661511582908,-2.82876155458096,-1.41780308395324,-2.92845435605885,-1.95756581090207,-0.106406073166336,-1.10308605063735,0.23937018081122,-0.811767586625324,-0.27806998708889,-0.15859982377656,-0.930837728666667,-1.05085374926221,-1.09466759753826,-0.677559192168436
TARGET-30-PAMCXF-01A-01D,NBL,1.9293886717021,-2.96662814449424,-3.30530051534453,-3.2103070480601,-2.79141570403567,-2.61683007436265,-3.00833459753571,-0.0477947594098874,1.38355865872843,1.16436331911522,5.86372952465688,2.24461809597146,2.66926505058413,3.55460611191473,0.64864582069971,2.5635760038068,0.632204455012846,0.251689515726296
TARGET-30-PAMLNB-01A-01D,NBL,-0.490196822471154,-2.60646311330284,-3.22273539636982,-2.64053745741238,-2.52173476406123,-2.49543580929944,-2.64513990540126,-0.322558476095928,1.01383946245952,0.554903466971369,3.96308892773875,1.59102886494587,2.50585476756255,2.96415432790876,1.73980299633375,1.52068761823243,0.928561204917687,0.841867394708723
TARGET-30-PAMMXF-01A-01D,NBL,-1.59694018435392,-3.02602955534085,-3.29350822751645,-3.19298125974478,-2.99637684877134,-2.03499980179356,-3.13895065329222,-1.65448801819006,1.28731303398142,1.73623469145502,2.87576717181618,0.25203697792074,0.102513861744314,3.1556855716847,1.36899031427894,1.957683541963,0.490137275357614,0.240393008401653
TARGET-30-PAMNLH-01A-01D,NBL,-2.01632688634006,-2.74903496594729,-2.36954449705623,-3.1088107087546,-2.82776331345528,-2.72470662886904,-2.95248443204581,-1.5745551926022,2.47019258317277,2.18849479011955,3.02336479399306,1.65636529357193,2.51616219194801,3.71244785298395,0.490891064872884,2.41310393508353,0.335631608578711,1.34304029461835
TARGET-30-PAMYCE-01A-01D,NBL,0.253791704037848,-3.3947543146154,-2.94478932704621,-3.3177585172693,-2.73578200853117,-1.92725752700957,-3.25991409377035,-1.67562557526998,1.52344794535375,1.80962497743032,3.25449136748934,3.59239305639086,3.96669790850357,3.82821232746493,0.328789022665754,2.62459489810718,0.77877940053021,1.82266762078883
TARGET-30-PAMZGT-01A-01D,NBL,0.603971490569259,-2.56820919231211,-3.2297969081435,-2.67274363471779,-2.95417954492729,-2.82171051262645,-2.93317928407475,-1.31677068916532,1.34095981632754,0.927767890655114,3.4717379843188,1.5657248888365,2.34512976344584,3.6557423447621,0.0978058276534768,2.14108839231148,1.32864860777649,1.28573076791619
TARGET-30-PAMZMG-01A-01D,NBL,1.83214649967141,-3.32937134181202,-2.9298683557337,-3.63372883424553,-2.68862054060657,-2.94503853682117,-3.05121882033535,-1.39263174926692,0.640403750931342,0.809621393462678,1.82307756170766,-0.0709208142274177,-0.146072659985366,1.77286816503224,0.320522994448387,-0.139309851767841,-0.239610540994854,0.826511352086661
TARGET-30-PAMZMJ-01A-01D,NBL,0.512654323872685,-2.11086984832748,-3.05178808316149,-2.23489537558161,-3.12751212506486,-1.88570338183659,-2.98488720359974,0.43411481286193,0.677336932345633,0.335116957137652,4.14358707399194,0.0771268550810108,0.0523031505976691,2.02284565950886,0.971002847189544,0.617519908757889,-0.691277724388181,1.80085717130713
TARGET-30-PAMZSH-01A-01D,NBL,-1.2161481630322,-2.73039819292449,-3.30536187448668,-1.49599072253917,-3.0087392168953,-1.95656603826,-3.17817801340525,-0.67960384482417,0.113854633468059,-0.625840861671825,3.57679447853859,-0.0952617680755877,-0.193408034939223,1.74375140024557,1.02514505118737,0.763421117474151,-0.024559481598141,0.190465111986177
TARGET-30-PANBMJ-01A-01D,NBL,-1.19091174149488,-1.48220656344154,-3.03773430231436,-2.5163545531833,-2.69174441424139,-2.10607734153163,-2.75261402957469,-1.06906830544096,0.50969660006077,0.429733113438873,4.08155817894446,3.71923050745924,3.28575691552327,3.64465394071767,1.90027418752595,2.03599069781279,1.4011340510237,0.452813974951202
TARGET-30-PANBSP-01A-01D,NBL,-1.71269554704033,-3.07459763080406,-2.79606614470961,-2.9596417964601,-2.62364480217426,-2.90970566474856,-3.34516749522311,0.552129389622072,0.914238218654151,-1.39422429064616,1.66458851343258,-0.887894475487755,-1.46636847010438,-1.21682879035487,-0.884548121473594,-1.36870973447977,-1.87893258508132,-1.18967451727941
TARGET-30-PANKFE-01A-01D,NBL,-0.0411361500827568,-2.117658577955,-3.12702160335109,-2.41094347387445,-2.92208824716961,-2.01150558602396,-3.08543041151259,-0.737096413627176,1.02947532117816,0.107225993930739,4.24245618894698,2.6650684846318,3.32070455533822,3.57535934357192,2.00730652532485,2.3458996911385,0.731351759173853,0.866280106038789
TARGET-30-PANLET-01A-01D,NBL,-0.981253233264728,-2.67787452821141,-2.27657045608273,-1.2343876383062,-2.67598576501774,-2.6465257275416,-3.14049106236902,-1.29558066138503,2.47268754519539,2.14983693827725,4.74951039951135,3.884761229595,4.60568540992095,4.27623138647935,-0.958166965258544,3.06357791815387,2.16269811131121,2.67960383349326
TARGET-30-PANNMS-01A-01D,NBL,-1.67153373462765,-2.43602549397943,-3.40655898331957,-2.38421017951653,-2.74965729381817,-1.92456807631177,-3.10435132823884,-1.93406553556227,2.21811033977197,2.04368980216578,4.25897249676295,2.88978532116199,3.44007789301642,4.0663181025988,2.07967758563976,2.69024059250494,1.2347414122016,2.1790142667458
TARGET-30-PANRHJ-01A-01D,NBL,-1.45420471785966,-2.58413184672729,-3.01436125074966,-2.58977297396814,-2.88762922566279,-1.71645432762943,-3.35710056969806,-2.11393841877757,1.61860731806204,1.38535329961551,2.09112662338606,1.17572453595079,0.775992365648425,3.48567722152388,-0.533707061323556,2.33290534517915,0.0362585804371219,1.08303937300842
TARGET-30-PANRRW-01A-01D,NBL,-0.312134291554289,-2.0344971747372,-2.97799878363775,-1.93921473490807,-2.79633929967252,-2.61233029891673,-3.04814943036804,0.664864904912409,1.5611133523809,0.922873863583725,4.7533684118427,3.13463647988579,3.36462935302607,3.5440212787148,2.0159661950995,2.39650367429251,1.83112776430285,1.74514162458683
TARGET-30-PANRVJ-01A-01D,NBL,-1.4312099984432,-2.54167934758836,-3.29589837345725,-1.77417449083042,-3.15356881871544,-2.2931710932106,-2.97367868407227,-1.19345939862123,1.79931930917081,1.55279555870455,3.10204994886748,1.50494271327599,1.7820402951111,3.64427633869756,-0.645826500962769,1.85890222777547,0.483159419544536,1.42935603339078
TARGET-30-PANUIF-01A-01D,NBL,-0.840882432850743,-2.27397249369014,-2.82896955391673,-2.65826554611109,-2.76513051139237,-2.91198950063304,-3.36495855097081,-1.66295962502883,1.31984078988581,0.643067871820405,2.2454450857355,0.344284862585837,1.06885512263192,1.46826003680973,0.743278115441006,0.726316294547859,-0.283191976518423,0.0428266684126596
TARGET-30-PANUKV-01A-01D,NBL,0.333855325379545,-2.80998226876782,-3.30762566043516,-2.40812046404039,-3.27798442886016,-2.34619579722792,-3.294219833,-2.34836726943045,1.21498098504928,1.30226570455465,2.2975046730763,-0.980655672754466,-1.04900766909054,3.1933171010962,2.19799293959689,1.93547661542368,0.0108804006961165,-0.302476291019186
TARGET-30-PANWRR-01A-01D,NBL,-0.641108227268059,-2.00977638383697,-3.3820838745674,-2.91400061255988,-3.16542798108832,-2.74242749355432,-2.93208272356656,-1.49308190072371,1.67064294082305,1.15207249745818,2.55791782276434,1.22091921588652,1.39533431940251,3.03409058291301,-0.400920307505216,2.12756742214114,0.251936350594096,0.534814434989685
TARGET-30-PANXJL-01A-01D,NBL,-1.37366496351212,-1.70218613635994,-3.20876986507554,-2.53701299530546,-2.99583887019283,-2.6273967675304,-2.8768187093173,-0.6144493668333,0.814710822822386,0.207583059173074,1.26528142133509,0.731405208504077,0.984126826690911,1.27000347937501,-0.347940089994115,0.795569256210119,0.281258400058248,0.791328121864475
TARGET-30-PANYGR-01A-01D,NBL,0.171075584313162,-3.57672667180051,-3.36174462007791,-3.14620316347152,-2.80172903185241,-2.25048029256979,-3.27670380186768,0.289966523938433,2.48532276687156,2.13442819883419,4.21369761776427,2.2620563095054,3.08929199985812,3.96520016135786,-1.60431180299916,2.38657290201073,0.0586375605004858,1.74578698591534
TARGET-30-PANZPV-01A-01D,NBL,-0.767889080505442,-1.65351461139397,-3.51217673450334,-2.10201429647638,-2.88478772272,-2.43492443308925,-2.87553168042638,-0.82132069599244,1.3094620143015,0.522403583068186,4.12191393411228,2.05990326729509,2.88001131078695,2.4032955444977,0.866702629886246,1.41395176944881,1.12472725139447,0.958363045745445
TARGET-30-PANZVU-01A-01D,NBL,-0.508830686503826,-2.9732142731161,-3.19916514466391,-2.18534686302812,-2.73744639689904,-2.30844312989007,-2.98034909979899,-1.73942247563947,1.74740608472209,1.2162732074986,1.77940223662955,-0.0929990406102924,0.110075137979682,3.10501108519829,0.0136834157212273,1.5736463722505,0.277334438214157,0.965147887302088
TARGET-30-PAPBGH-01A-01D,NBL,-1.59350987303587,-3.46241806076438,-3.35953189617718,-2.7734965325291,-2.89592377619291,-2.58571616611526,-2.9860838406026,-1.3193672291688,1.60682019158066,1.57496323852786,2.85825006599334,0.0707547788503521,-0.450537625983091,3.93591275483396,1.65899039929973,2.0094422467358,1.1587428102923,-1.43918381831918
TARGET-30-PAPBJE-01A-01D,NBL,-1.3300890167827,-2.84347955203511,-2.96309748560868,-2.3483508295239,-3.02927313103149,-2.50906713617715,-3.125123442693,-1.6427523607633,1.13102840971282,1.01711460254349,2.81480656298166,0.546481560127196,-0.0842153646024842,3.44824668575321,0.389961595988493,1.50146028531506,0.737364493876513,-0.44969583922337
TARGET-30-PAPBZI-01A-01D,NBL,-0.40017439093421,-2.95288027861398,-3.49671377230763,-1.8153962316288,-2.94750105558357,-2.41869918168455,-3.09955361225864,-0.723602364533782,1.85740055069119,2.37362351265371,3.02952056644237,1.80392569881541,1.87554880265619,3.52611011596784,-0.65737127794023,2.24508577033001,0.487339389858717,1.05747440957843
TARGET-30-PAPCTS-01A-01D,NBL,0.226105696182117,-2.94913361235603,-3.73852089587052,-2.57968636572093,-3.39151218735771,-2.41582023204368,-3.03938210254648,-1.61692386347682,1.55132464001099,1.44637897151561,3.92384320711575,0.769888316704507,0.453962812063341,3.72054799651997,1.71009594260805,1.89608795256933,1.45646092798508,0.312068796996309
TARGET-30-PAPEAV-01A-01D,NBL,-1.34524068177911,-3.06075839029003,-3.16193791752039,-2.92192809517423,-2.82296832414461,-2.253366475287,-3.23096871915369,-2.31769491845496,0.835662238427463,1.51928362802487,2.31858686973929,-0.117311558227417,-0.763790991574752,3.21011693755045,-0.0948989805094777,1.27762083203698,-0.905943944752527,1.02867424219634
TARGET-30-PAPEFE-01A-01D,NBL,-1.05757612608375,-2.08152373055403,-3.57489204468293,-1.81287245385662,-2.85372745342199,-2.11625778974804,-2.85544818462601,-1.10245788005262,0.385125186556446,0.620948263562199,2.44037270147765,0.0901459369958206,0.312335246615528,0.790316342259921,0.166316270989438,0.483873426508819,-0.198167209248528,0.426953203199985
TARGET-30-PAPHPE-01A-01D,NBL,-0.414082271671675,-2.19617837387036,-2.88683464015705,-2.12506461532751,-2.89486675010978,-2.1655117906164,-2.96222486069143,-0.886167096511593,2.00739822191772,1.2904085082311,5.11502376722807,3.82956877097497,3.67652187201582,3.58276739914579,0.107109774998707,2.63044809483197,1.49998151792779,1.61071772646764
