hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_MITOTIC_SPINDLE	56.20864021218147	1.8456746318394214e-23	9.228373159197107e-22	TRUE
HALLMARK_MTORC1_SIGNALING	144.3905023438596	1.032918703006295e-53	5.164593515031475e-52	TRUE
HALLMARK_MYC_TARGETS_V1	272.3577081993793	1.7648961386274586e-89	8.824480693137293e-88	TRUE
HALLMARK_MYC_TARGETS_V2	241.88627888520023	1.1837636189404652e-81	5.918818094702326e-80	TRUE
HALLMARK_MYOGENESIS	1091.9673317928225	4.616344244947165e-222	2.3081721224735825e-220	TRUE
HALLMARK_NOTCH_SIGNALING	628.8074993337361	1.29291111237629e-160	6.46455556188145e-159	TRUE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	235.78591551824752	4.8611454723962774e-80	2.4305727361981385e-78	TRUE
HALLMARK_P53_PATHWAY	74.53820784009413	3.122950686760025e-30	1.5614753433800125e-28	TRUE
HALLMARK_PANCREAS_BETA_CELLS	165.42164558960772	3.670592680438352e-60	1.8352963402191762e-58	TRUE
HALLMARK_PEROXISOME	498.34999868082406	4.7405699727825074e-138	2.3702849863912535e-136	TRUE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	12.36726004431167	5.203761061766654e-6	2.601880530883327e-4	TRUE
HALLMARK_PROTEIN_SECRETION	359.73340247269476	5.043153054625219e-110	2.5215765273126098e-108	TRUE
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	59.343647955477856	1.2236754894809352e-24	6.118377447404676e-23	TRUE
HALLMARK_SPERMATOGENESIS	277.73993281802154	7.995720725047648e-91	3.9978603625238244e-89	TRUE
HALLMARK_TGF_BETA_SIGNALING	26.323253870145614	9.001351990965378e-12	4.500675995482689e-10	TRUE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	432.4893297256201	2.445830793327307e-125	1.2229153966636534e-123	TRUE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	329.8389939582223	2.7645594655519545e-103	1.3822797327759773e-101	TRUE
HALLMARK_UV_RESPONSE_DN	632.4276333879826	3.374698425283032e-161	1.687349212641516e-159	TRUE
HALLMARK_UV_RESPONSE_UP	102.8860511068883	3.5539550766531578e-40	1.776977538326579e-38	TRUE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	171.39619867802782	6.00620190866672e-62	3.00310095433336e-60	TRUE
HALLMARK_XENOBIOTIC_METABOLISM	319.88397119328	5.618202591545526e-101	2.8091012957727628e-99	TRUE
