hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_PEROXISOME	38.86986180628969	2.386924537576724e-36	1.193462268788362e-34	TRUE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	5.207205404674242	1.5090323737719598e-5	7.545161868859799e-4	TRUE
HALLMARK_PROTEIN_SECRETION	19.443351544538704	1.3839675994778628e-20	6.919837997389314e-19	TRUE
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	11.690076475152557	8.314470617259265e-13	4.157235308629633e-11	TRUE
HALLMARK_SPERMATOGENESIS	18.547449463617085	9.749521497288253e-20	4.874760748644126e-18	TRUE
HALLMARK_TGF_BETA_SIGNALING	13.80841839233456	4.928202449158138e-15	2.464101224579069e-13	TRUE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	3.456001050576436	0.0015130631891098708	0.07565315945549354	FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	13.606497792439155	7.972519383578073e-15	3.986259691789037e-13	TRUE
HALLMARK_UV_RESPONSE_DN	20.770827393134994	8.086041100389911e-22	4.0430205501949557e-20	TRUE
HALLMARK_UV_RESPONSE_UP	26.17037405931905	1.42711475227635e-26	7.13557376138175e-25	TRUE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	18.853903878849767	4.983552154735477e-20	2.4917760773677385e-18	TRUE
HALLMARK_XENOBIOTIC_METABOLISM	26.76815924702705	4.493181970542102e-27	2.2465909852710514e-25	TRUE
