gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CRYGD	14.403690718153705	-17.336762500813354	3.3221001197147886	-5.218615296369142	1.8026574849907445e-7	6.109807102461963e-5
IGHV1-24	29.262936598824663	-19.83280517980243	3.802866058549319	-5.215225799293089	1.835934549357465e-7	6.140717926929837e-5
RIPPLY3	8.189728263798763	-16.88700042205157	3.240980007680306	-5.210461151267096	1.8837182301485135e-7	6.218716546801976e-5
GLRA2	64.17245360922439	-21.38065620007549	4.110879072769568	-5.200993710007379	1.9822581166256793e-7	6.460128374951893e-5
KRT222	34.24585816919679	-17.61380302274638	3.3912937178211093	-5.193829991836616	2.0601128027460966e-7	6.62886929693744e-5
LINC01537	15.940205844573738	-17.698326291611387	3.409303864230859	-5.1911847686255275	2.0896013179453653e-7	6.639708187771398e-5
SAA2	5.5347679169789865	-17.676891875715253	3.4086862273511778	-5.185837210206237	2.1504659423453507e-7	6.748746204249236e-5
IGLV3-9	25.50128851902994	-19.558717930881315	3.7747582838877127	-5.18144910479866	2.201686677106489e-7	6.764773581182708e-5
TP53TG3C	13.254835342271775	-17.756341428176018	3.4273042211144795	-5.1808477691548696	2.2087970387024574e-7	6.764773581182708e-5
ZPLD1	9.051995205901832	-16.66341244749286	3.2215292667852813	-5.172516239196251	2.3096241956350896e-7	6.989362744409996e-5
NDST4	10.865916938802798	-17.808944279922937	3.4604018534134195	-5.1464959950694125	2.6539712770330796e-7	7.936935277903634e-5
NMU	28.041138813141483	-17.616773407150667	3.4375360884908606	-5.124825733796076	2.978130672760556e-7	8.70161858638774e-5
TSPEAR	22.783689448774375	-15.637479292741196	3.0508310085113397	-5.125645848332826	2.9651952075542196e-7	8.70161858638774e-5
IGHV1-69	51.02307345555709	-21.180556952947775	4.134735060135931	-5.122591083804885	3.0136543783124364e-7	8.705351624625243e-5
FLJ36000	27.65327005660236	-18.02311284247262	3.52495243615027	-5.1130088047815825	3.1706751340340473e-7	9.056018191814099e-5
CKM	50.507296550918255	-22.469357549608418	4.397635120009817	-5.1094183433659355	3.231521154370054e-7	9.127251971565197e-5
TNXA	34.418625653314514	-30	5.879301131356319	-5.10264729254975	3.3493487985695166e-7	9.356093017542539e-5
SELENOV	5.442560196833078	-16.982313974691333	3.3503083327917236	-5.068880917160367	4.00161479158055e-7	1.1056635652388867e-4
AC010148.1	7.2204802476733	-16.85357519099241	3.3294124477559115	-5.062026845713286	4.1482259499121086e-7	1.1338484263093096e-4
TDGF1	7.932500830358858	-18.921788083928206	3.74201410280366	-5.056578506679405	4.268452001436733e-7	1.1542984029417208e-4
TBC1D3C	104.94223256645633	-21.35345724126822	4.227552907787968	-5.051020698506465	4.3945544283724233e-7	1.1758902480971262e-4
P2RX2	10.053081110328806	-16.87104995441186	3.3444867669853724	-5.04443615114643	4.548606856955468e-7	1.2044331906646667e-4
AZGP1	100.90152765609109	-20.883680226098747	4.177407792093156	-4.99919597642026	5.756986705169161e-7	1.4782081014686878e-4
ITLN1	5.929092256506896	-17.756200546005594	3.5513777073585873	-4.999806274960301	5.738794524172948e-7	1.4782081014686878e-4
OR52N1	8.152793837965442	-18.91583874338056	3.7819268645460853	-5.001640544852493	5.684450379389132e-7	1.4782081014686878e-4
OPN4	4.936831118290686	-17.22205394593573	3.460321460159642	-4.977009836866772	6.45740412512247e-7	1.6414721286061318e-4
IRX1	13.582162692687277	-15.321719610550387	3.0826529105523903	-4.970303195050539	6.684828454810292e-7	1.6824588051611645e-4
NPPB	4.1099384820860045	-14.676996445294622	2.9541827320801453	-4.968208731949369	6.757420362980699e-7	1.684055153205582e-4
NKAIN3	21.612784593639436	-17.79040885556402	3.5857444954739592	-4.96142680495491	6.997723972262579e-7	1.727011100727328e-4
PCK1	271.2174352204722	-21.996656068933742	4.437679248010286	-4.956792692666181	7.166637230053221e-7	1.7516915229610853e-4
CCL13	21.735280358076274	-16.423870919386562	3.3195537689999295	-4.947614065710562	7.512867939763296e-7	1.818829552655076e-4
FIBCD1	28.97423391712041	-19.24549917026498	3.896071936296904	-4.939718640964631	7.823537586725453e-7	1.876172881646802e-4
AMPD1	4.61319777344309	-17.979338204106778	3.6429360987527133	-4.935397634414349	7.998762554402623e-7	1.8826717049343953e-4
EREG	32.13982563519326	-19.08392603905326	3.866196130292545	-4.93609878958966	7.970074709311932e-7	1.8826717049343953e-4
BTBD17	47.44274337110349	-18.532351634577108	3.759074269997166	-4.930030721258157	8.22166865999773e-7	1.9173836452948835e-4
KLK1	51.10076291744163	-17.24579221365504	3.5001093264056213	-4.927215296833404	8.340983132190788e-7	1.9275253747299076e-4
ZNF322P1	18.91967974566179	-18.553565978806592	3.7683134194305166	-4.923572939325861	8.4978181930615e-7	1.9460769231317417e-4
RMST	88.29303763400577	-20.02697237249842	4.086946983394259	-4.900228080733697	9.572546147420051e-7	2.1159488962384148e-4
PPP1R17	167.19314393190277	-17.348777554094422	3.539219677571588	-4.901865138249392	9.493100082142028e-7	2.1159488962384148e-4
PLAC1	16.839531168546976	-16.016104765394125	3.265583277317984	-4.904515795581889	9.365808506593955e-7	2.1159488962384148e-4
H2AFB3	9.964509284264379	-15.484766184729654	3.1599278668727573	-4.90035432361127	9.566396899697072e-7	2.1159488962384148e-4
THRSP	17.150729524314976	-18.357787674931824	3.7527722744109133	-4.891793674800988	9.992116162433658e-7	2.1896516624919275e-4
TSPEAR-AS1	37.81524746094257	-14.57493162401971	2.9939493790755165	-4.868128942286998	1.1265981647751695e-6	2.4477030212465646e-4
FAM83B	4.893553705461516	-16.72889482998271	3.451735651599735	-4.846516801548685	1.2564795167149716e-6	2.7067550266859816e-4
TUBA3E	3.7573895264034065	-17.0352181113281	3.51654438713505	-4.8443062950235625	1.2705480262276629e-6	2.714061414009007e-4
CCL20	6.60764554674035	-16.26460169368013	3.367119971395347	-4.830419418331572	1.3624574671439906e-6	2.8861390679000204e-4
FA2H	23.00315988937748	-17.41858986944623	3.607675150656484	-4.828203522225827	1.3777025347927634e-6	2.8943139202009953e-4
NR5A1	200.25622803525826	-21.717232564567503	4.50155182371438	-4.824387992194188	1.4043380890312875e-6	2.926088051079945e-4
GTSF1	35.25692363484463	-16.01457844001247	3.323503183911226	-4.81858375148776	1.4458083361687304e-6	2.988003894748709e-4
MYCNOS	189.5530825121049	-6.81476212220046	1.418561886956355	-4.803993526727347	1.5553185947813454e-6	3.188403119301758e-4
LINC00377	5.4654000261908795	-16.040693458053436	3.3409588629417555	-4.801224473601991	1.5769837469809144e-6	3.2069541478603876e-4
HPD	49.927746522273395	-20.449159814050798	4.272926010411892	-4.785750973506697	1.7034916849747617e-6	3.436726875560194e-4
NCMAP	12.570965873583773	-18.312566760792706	3.829293865202078	-4.782230720709214	1.7336053512594738e-6	3.469940789686285e-4
DDX1	20171.33544045247	-4.936239862483818	1.0334162800329092	-4.776622894238344	1.7826362520866463e-6	3.5175393453671907e-4
HNF1B	29.985432342873427	-19.97354343240683	4.18175928224066	-4.776349398501163	1.785061272825994e-6	3.5175393453671907e-4
GTPBP6	501.1293644986668	-2.850405444255259	0.5970833200387557	-4.773882218096871	1.8070809221381696e-6	3.533538233904021e-4
PENK	368.86135332135774	-21.143717644825568	4.432731989707181	-4.769906616037549	1.8431134317964468e-6	3.549389654262551e-4
DUTP3	6.356405415365626	-16.54492228202014	3.467848934844452	-4.770946656810542	1.833620998782687e-6	3.549389654262551e-4
CLEC4G	31.121944616691845	-18.346920059628125	3.853626348462386	-4.760949402099825	1.9268435675264505e-6	3.682734096731005e-4
IGFL4	27.542085281083448	-17.36745929974893	3.6643781548317573	-4.7395379422968755	2.1420612313849005e-6	4.0635221270003116e-4
PON1	21.83977203929089	-19.309748041162667	4.079627272685022	-4.733213784124422	2.2099250950993755e-6	4.161207104994528e-4
CTSG	11.318244770203878	-16.940486173315726	3.582631908275424	-4.728503124807592	2.2618114579002864e-6	4.22759171028127e-4
PGA5	4.410423555869441	-14.932075962269066	3.1597765074797226	-4.725674720007041	2.293525335306591e-6	4.255577665948434e-4
SLC6A3	64.60621863519594	-19.822445585355624	4.197534238640257	-4.722402357765372	2.330749970559181e-6	4.2594824615964106e-4
IGHV6-1	26.921547753085072	-16.649172726609677	3.5255596326966523	-4.722419831507701	2.330549666752368e-6	4.2594824615964106e-4
IGLV5-45	12.739229316014228	-17.273795157292156	3.658861315533916	-4.721084968144384	2.3458990740499505e-6	4.2594824615964106e-4
COLEC10	8.180065996607418	-19.031967979543236	4.0368280192618196	-4.714584790021213	2.422041319137837e-6	4.3665454136513346e-4
RN7SKP76	3.5010489397137103	-17.788472583812457	3.7774862751527767	-4.709076694949214	2.4884143209711284e-6	4.454612115428597e-4
MT3	39.205142191370534	-19.513081159292103	4.146680770106163	-4.705710962841379	2.5298273841793115e-6	4.4970777696390276e-4
TKTL1	33.572656745118515	-16.374517273176416	3.4826486816429796	-4.701742486828028	2.579506898520366e-6	4.5535462055824795e-4
PRPS1P2	24.803978562333374	-18.01360804382072	3.841190671389385	-4.689589657184364	2.7375346783631716e-6	4.733886498230736e-4
SNORD116-23	5.955752676363316	-16.358032605634865	3.487576890706284	-4.690371888065278	2.7270893526418973e-6	4.733886498230736e-4
OR2L8	8.489240368215581	-17.719118445619156	3.776780635456719	-4.691593226058896	2.710856959711134e-6	4.733886498230736e-4
FUT9	864.2785310285536	-11.919124533264885	2.5451448787062696	-4.683082928985768	2.8259211574014834e-6	4.821135290009779e-4
IGHV4-28	6.228919582434128	-17.96611754821084	3.8358678566381754	-4.68371649380974	2.8171960029566606e-6	4.821135290009779e-4
BTC	48.80178777092539	-18.543353771174385	3.966388302748184	-4.67512314876642	2.9377727724989003e-6	4.865483167031557e-4
NTSR1	19.029499159277414	-17.230057114424355	3.6857357147695495	-4.674794518060463	2.9424808451427425e-6	4.865483167031557e-4
HSD17B2	30.976704327543988	-21.575224599804425	4.6145918556273875	-4.6754350709248405	2.9333107582122396e-6	4.865483167031557e-4
RN7SL573P	3.4508059891359637	-17.418063602110987	3.7262381184199302	-4.674436535874665	2.947617654299212e-6	4.865483167031557e-4
OR1E2	4.416640555992932	-17.420685413272228	3.726041992976699	-4.6753862264861406	2.9340090432395304e-6	4.865483167031557e-4
S100A14	4.911160002528647	-16.450892121001115	3.525488445612304	-4.666273163219497	3.0671189462274205e-6	5.030075071812969e-4
FGF10-AS1	7.509244613939828	-17.86315333226502	3.8338120480036904	-4.659371171199321	3.171768288349252e-6	5.168355762169102e-4
SNORD116-6	3.837732825773877	-16.752343615091867	3.5992117657158467	-4.654447891803887	3.2484997455815048e-6	5.259672836476551e-4
CXCL5	12.43236470938296	-17.549669697539226	3.774505338686321	-4.649528381286437	3.3269490212046357e-6	5.352597729052015e-4
PLCXD1	764.1489029640867	-3.5889869030276347	0.7728580520311191	-4.643785354368184	3.420829633073691e-6	5.469024482561838e-4
CHAD	33.7138944903525	-19.540851583192094	4.211231118314803	-4.640175529243264	3.481133635702297e-6	5.52935667491401e-4
TUBAL3	2.4234616382883067	-15.892508273370387	3.4258949683646494	-4.638936225460722	3.5020709074002975e-6	5.52935667491401e-4
ZBTB45P1	8.954738912716605	-16.945667583820278	3.6619641933108564	-4.627480414684054	3.70141222925937e-6	5.808018448627974e-4
GNRHR	12.337536835490381	-17.938740777345856	3.8866818248640365	-4.615438460279261	3.92266267329854e-6	6.117428537131835e-4
FOXL2NB	1.1791433632030852	-17.026549541481046	3.704972139169821	-4.595594488139986	4.315171914382392e-6	6.688516467292709e-4
ADAMTS19	32.16372642858027	-18.572056535916385	4.042836491936552	-4.5938183681082325	4.352082171983895e-6	6.704844170413977e-4
CLDN2	10.206737329266279	-19.138772812513892	4.167622343123856	-4.592252185251593	4.3848804524848814e-6	6.714678379648536e-4
FRG2C	4.66767642087501	-17.000649944767186	3.715066456881127	-4.576136158554637	4.736423409105334e-6	7.209573835895665e-4
FRMPD2B	7.373886131016606	-16.994709486252177	3.71788757431903	-4.5710660009306325	4.85249405564505e-6	7.342285648481974e-4
GXYLT1P5	15.18880860097431	-19.21160306319067	4.222803537191763	-4.5494901417949265	5.377605311901644e-6	8.088682072694662e-4
HNRNPA1P2	4.416537842483943	-15.981465873823657	3.522446637800813	-4.537035622433573	5.705047297070021e-6	8.530723664207055e-4
RN7SL838P	1.3953850411748419	-15.614014989904371	3.451417661126264	-4.523942484784417	6.0698225378267505e-6	9.023092918804444e-4
LINC01249	3.8829151602410534	-17.78249161480537	3.945019966219094	-4.507579623696583	6.557132688519385e-6	9.69083214780016e-4
MRAP	17.2753852355249	-26.166144098131547	5.828284027674107	-4.48951080178803	7.138692757189716e-6	0.001048933929987067
WISP3	11.74139770111798	-16.24256564986243	3.621514216907412	-4.4850205403122105	7.290691099507543e-6	0.0010651113089050676
DNAJB7	20.100490090351123	-17.692749752049174	3.948046899066507	-4.481393003774226	7.4157408891311855e-6	0.00107106893978247
OR2L1P	8.748936815168488	-15.128668302323197	3.3756657558740035	-4.481684324343359	7.405623113220067e-6	0.00107106893978247
CNN2P3	4.213149077129798	-16.061962603386124	3.594807176768731	-4.468101295442434	7.891693654130386e-6	0.0011333720490847143
CYP4B1	19.73376617482696	-17.581809734499533	3.940565620557243	-4.461747735598743	8.129389251145647e-6	0.0011609498582254066
ATP2B3	644.7526710043177	-6.676948968167987	1.4996925519789166	-4.452211861262784	8.499024664424931e-6	0.001206956463517775
HBD	14.835546102688866	-18.124233845583912	4.073790012098769	-4.448985782712575	8.627672633565288e-6	0.0012179095577676256
CYP4F11	18.045432941518968	-19.45365328493236	4.373685785842235	-4.447885430614261	8.671976001413856e-6	0.0012179095577676256
DIO1	14.756951452184683	-18.72020178757661	4.213800803473826	-4.4425929607644985	8.88812119487546e-6	0.0012379336947048827
PROZ	13.035288076962471	-17.92047058736766	4.034309367304956	-4.442016949071779	8.911953821046166e-6	0.0012379336947048827
OR52H2P	6.218714919490171	-16.138359008305898	3.6347522629713183	-4.440016221384287	8.995209732185945e-6	0.0012427077793052538
ANKRD34C	7.32516482684156	-14.865375606835912	3.3515422798037737	-4.4353835833770985	9.190848938564837e-6	0.0012628723244233414
TNNT1	64.6810860059975	-19.383028665768176	4.376955849021381	-4.42842681863056	9.492291495036072e-6	0.0012972798376549297
MTND1P6	3.2061156795127914	-17.06558657746028	3.8580512757616265	-4.4233695608649795	9.717331011194722e-6	0.0013209334454789832
GNG13	2.3585789202917877	-14.583573241122943	3.3114891047093344	-4.4039321223746	1.0630621732452573e-5	0.0014373957682922575
IGLV7-46	30.346534649888305	-17.63648938437234	4.007200725703058	-4.401199388702457	1.0765413990318991e-5	0.001447919701766713
PAX2	5.051322922921441	-18.83199869543958	4.286279050618901	-4.393554053070905	1.1151244659190184e-5	0.0014919191538769181
RAB28P5	12.831436923264038	-16.809246105627533	3.8273330190574244	-4.3918953542660955	1.1236678269274568e-5	0.001495478333010259
DPCR1	3.1308840880634152	-15.437306284581243	3.52157852898106	-4.383632554986045	1.1671657503901504e-5	0.001545278821610293
CENPVL1	10.777673177246507	-17.49830404318694	3.9932817426171723	-4.381935753854087	1.176294991913854e-5	0.001549296305411926
RNF17	35.54363983550848	-18.857646333478225	4.30463868354286	-4.3807733284498935	1.1825884457348302e-5	0.0015495566129164631
CLDN19	23.804583895256375	-16.37981175111297	3.741783260500271	-4.377541565281099	1.2002547641322694e-5	0.0015566569440939944
AC073551.1	15.443864700142782	-19.438380262277022	4.440227440836916	-4.377789318515896	1.1988915643068504e-5	0.0015566569440939944
MUC16	4.020962136306247	-16.773473208330014	3.8328684157849477	-4.3762194233570915	1.2075545651886351e-5	0.0015581744693956908
TRDN	21.142040133846134	-17.973906882134134	4.114559548653418	-4.368367177482338	1.2517891034531207e-5	0.001599019045717504
SMTNL1	14.517060681830953	-17.054380328638093	3.9033638340217567	-4.369149547370386	1.2473133168598497e-5	0.001599019045717504
CLEC4M	97.8792987178361	-19.23540158281791	4.408499138040369	-4.363254019228021	1.2814200694436996e-5	0.001628684908262942
DLX3	9.274645766615764	-15.080834154045272	3.4584883585719135	-4.36052766136026	1.2974917772643968e-5	0.0016409075113463167
AC012123.1	47.55013513799754	-14.660532240828742	3.3700650635228406	-4.350222314551875	1.359995795732794e-5	0.0017114402538380012
FLG	17.81084192398349	-17.00151147857783	3.911013836325381	-4.347085484758017	1.379584611047382e-5	0.0017223231951444822
GYG2P1	5.060469960615354	-18.130877106751402	4.171210179453037	-4.346670708674017	1.3821948536958079e-5	0.0017223231951444822
ABHD12B	8.165552029917544	-14.770850114574223	3.4040065621081323	-4.339254300798557	1.429670089032493e-5	0.0017727909104002914
FAHD2P1	2.57477118954998	-14.519171877660996	3.3477529504555035	-4.336990241674041	1.444470349402331e-5	0.001782448363194527
CYP4A11	82.48746153559935	-19.879370845661963	4.589642968242457	-4.3313545265318325	1.4819484422421027e-5	0.0018198613237581764
SLC6A10P	118.8910913831356	-20.17429036565566	4.66177970657193	-4.327594102573104	1.5074694603731691e-5	0.001842301619359902
NPFFR2	9.899804227904056	-17.461045357882114	4.040491354047261	-4.321515337581855	1.5496127787573927e-5	0.001884744346220714
CCKBR	7.476084667801998	-16.10771352507778	3.733402463580666	-4.3144862313154	1.5997450339313244e-5	0.0019272757707362212
RN7SL752P	4.308484158689841	-15.282956447215458	3.5418191662808316	-4.315001904307745	1.5960152747385232e-5	0.0019272757707362212
RPS6P15	2.2089480847368885	-16.112206256295757	3.7354086117441803	-4.313371823804962	1.6078337181836062e-5	0.00192788363755789
MAT1A	113.96714770764795	-19.535871192909347	4.5406974153949085	-4.302394413394379	1.68962194839945e-5	0.0019880354686720746
FSCB	2.702236339057247	-18.459331157130496	4.290813869564122	-4.302058238430573	1.692188170932509e-5	0.0019880354686720746
ACMSD	6.78911631707584	-17.77350539049163	4.132012961451861	-4.301415691650341	1.697103448866405e-5	0.0019880354686720746
CTAG2	187.63994101837048	-19.482490538462745	4.529002056324603	-4.301718192257406	1.6947877231882118e-5	0.0019880354686720746
KISS1	5.4252288638266375	-15.324499447229888	3.5600924195208505	-4.304522928450379	1.6734596101995194e-5	0.0019880354686720746
CRYM	12.482470807562809	-15.016040608917887	3.4940039953037707	-4.297659827836683	1.7261079264846138e-5	0.0020127368573962788
